Year,Month,Temp_Mean,Temp_Std,Humidity_Mean,Humidity_Std,Wind_Speed,Pressure,Visibility,Date
2005,12,0.5777777777777773,,0.89,,17.114300000000004,1016.66,9.982,2005-12-01
2006,1,-1.6779420549581838,4.574276982140176,0.8346102150537635,0.11026266792791152,8.89421129032258,1027.8200806451614,7.894063709677419,2006-01-01
2006,2,-0.0653935185185185,4.565373240691963,0.843467261904762,0.11910008615133198,10.957008333333334,1015.6907886904761,7.41879375,2006-02-01
2006,3,4.559274193548387,5.720287147932635,0.7787365591397849,0.13615075745600191,14.37667244623656,1010.8348924731183,9.602589650537634,2006-03-01
2006,4,12.635030864197532,4.773576860194765,0.728625,0.1722546984972575,10.930670138888889,1013.4936944444444,10.626760277777777,2006-04-01
2006,5,15.650731780167265,4.747773504643147,0.7218010752688172,0.16917656070899437,10.173209139784946,1016.6297849462367,11.748066129032258,2006-05-01
2006,6,19.35462191358025,6.652309027676118,0.7471249999999999,0.17578256874408746,8.834002916666666,1017.7724722222223,11.597992777777778,2006-06-01
2006,7,23.588664874551974,5.352232093407319,0.6563037634408603,0.22865789991695276,7.184668279569893,1017.202997311828,11.428186827956988,2006-07-01
2006,8,19.478726105137394,4.754525029366674,0.760752688172043,0.1707775681566409,9.63407553763441,1009.1471370967741,11.51961491935484,2006-08-01
2006,9,18.167731481481482,4.8172249702144425,0.6894444444444444,0.19106966950850357,9.922586527777778,1014.7824861111111,10.78581486111111,2006-09-01
2006,10,12.84475806451613,5.982570022861173,0.7336424731182796,0.1841623899312993,9.394826075268817,1019.2293682795699,10.721063575268817,2006-10-01
2006,11,7.13770061728395,4.330345194215971,0.8127222222222221,0.13265694221459065,12.732550833333335,1020.1337222222222,8.406838611111112,2006-11-01
2006,12,2.218219832735962,4.279627866101258,0.9053763440860215,0.08710148335881188,9.306470833333334,1029.5024865591397,5.188311559139786,2006-12-01
2007,1,4.873708183990442,4.077054451791958,0.813494623655914,0.11080710859082663,14.044133870967743,1019.4908064516129,10.315598924731182,2007-01-01
2007,2,4.87635582010582,3.717010894062262,0.8150148809523811,0.13365435687087432,12.400833333333335,1015.1204464285713,9.538363541666667,2007-02-01
2007,3,8.438881421744325,4.214229303125514,0.7138844086021505,0.16542971516124552,12.302174462365592,1015.9297446236559,11.009976344086022,2007-03-01
2007,4,12.34807098765432,5.749207215667515,0.5363611111111111,0.18726367995178247,9.917890694444445,1019.3035416666668,11.969209583333335,2007-04-01
2007,5,17.55521953405018,5.405198410806569,0.653252688172043,0.18380723303517735,10.131314516129033,1011.7018548387098,11.447316397849463,2007-05-01
2007,6,21.967623456790125,5.146149788807692,0.6164861111111111,0.19978016381542585,8.507821388888889,1012.4958611111111,11.656690694444446,2007-06-01
2007,7,23.704562425328554,7.049614245823933,0.49125,0.19876447948306133,11.118175268817204,1013.4340591397848,11.948190860215053,2007-07-01
2007,8,23.254390681003585,5.633225714129259,0.5628763440860215,0.18553347701990452,10.30642365591398,1013.0725672043011,12.102807123655912,2007-08-01
2007,9,14.524020061728395,5.272527102084394,0.6827083333333334,0.1831710280627309,10.55194,1017.6489305555556,10.913698055555557,2007-09-01
2007,10,10.46627090800478,5.255205155994977,0.7409543010752688,0.16470628226087758,9.22685806451613,1018.0791129032258,9.534467607526881,2007-10-01
2007,11,3.8478009259259256,3.611692036219828,0.8014444444444444,0.10646617109677628,12.98986013888889,1017.9002361111112,8.747979722222222,2007-11-01
2007,12,-0.8093712664277181,4.275755553934988,0.85625,0.07555124917354036,8.242161290322581,1026.0466397849461,5.683213440860215,2007-12-01
2008,1,0.8299955197132616,4.4644312279508895,0.819475806451613,0.12498772787411341,12.12565873655914,1025.1585080645161,7.313360080645161,2008-01-01
2008,2,4.08919220945083,5.741362515569336,0.6826149425287357,0.1661473767412002,11.718533045977011,1027.4915086206895,9.617644971264369,2008-02-01
2008,3,7.108549880525687,4.067667256098596,0.6684677419354839,0.15657871925680128,14.604106586021505,1008.6143682795698,11.07322943548387,2008-03-01
2008,4,11.804621913580247,4.593669438372049,0.6931944444444444,0.16421708205492483,11.648372361111113,1010.8352361111112,11.099630694444445,2008-04-01
2008,5,17.20722072879331,5.760953421481099,0.6631317204301075,0.18688565785953362,9.67190188172043,1014.7943413978494,11.452531586021504,2008-05-01
2008,6,21.53729938271605,5.2941324373239755,0.6798611111111111,0.19781204503641758,8.811597083333334,1014.5805694444444,11.018392777777779,2008-06-01
2008,7,21.89634109916368,5.3162217209259905,0.616021505376344,0.20528030816538737,11.49016317204301,1013.5133870967742,11.668020564516128,2008-07-01
2008,8,22.63689516129032,6.095007560172524,0.5518951612903226,0.20015750131638227,10.411030376344085,1014.1133602150537,11.833240322580645,2008-08-01
2008,9,15.788742283950617,6.927338444912665,0.6907222222222222,0.20387287908587942,9.046299305555555,1016.8204583333334,10.474168055555555,2008-09-01
2008,10,12.611320191158901,4.927284805986354,0.7539112903225806,0.1469827456439727,9.443104435483871,1018.6771102150537,9.334754032258065,2008-10-01
2008,11,7.175115740740741,5.878322847282144,0.7669722222222223,0.11953432735609261,12.717412361111112,1018.0101666666666,9.661341666666667,2008-11-01
2008,12,2.9827658303464757,5.079689183844456,0.8282258064516129,0.09862485214004059,13.741544758064517,1020.9129032258064,8.652646370967743,2008-12-01
2009,1,-1.1663231780167265,5.318058368411018,0.8676209677419354,0.08791658466154598,9.725049193548386,1018.4539919354839,5.973381317204302,2009-01-01
2009,2,1.837962962962963,4.404876647278324,0.8211607142857144,0.11168333081887169,14.799302083333336,1013.4601339285714,9.659448958333334,2009-02-01
2009,3,6.683183990442055,4.362859531000185,0.6966801075268818,0.16777580641686965,16.811321370967743,1011.3477419354838,11.188136693548389,2009-03-01
2009,4,14.559158950617284,5.002872155800705,0.5678472222222223,0.18237256947028496,11.409779305555556,1015.7449305555555,11.576145972222223,2009-04-01
2009,5,17.857310334528076,6.012188762867898,0.5971505376344086,0.19532613835000512,11.037220833333334,1017.5753897849462,11.843021505376345,2009-05-01
